DaysMedia,Ideology,VotingDuty,TrustPeople,AttendServices,Education,RoughProtestors,Feminist,HuffPostNews,FoxNewsWeb,GunsOwned,ClintonPostFT,TrumpPostFT,FundamentalistFT,FeministFT,PoorFT,BigBizFT,RichFT,PoliceFT,ScientistFT,BLMFT,WeedLegal,WomenHome,ObamaMuslim
5,99,7,2,3,13,3,3,-1,-1,0,40,70,85,40,85,60,50,85,50,40,2,4,3
7,2,1,2,-1,13,1,1,1,0,0,100,0,30,85,50,40,50,70,85,70,1,4,10
1,99,1,4,1,13,2,3,0,0,0,85,100,85,50,100,85,100,85,85,50,3,1,-8
7,2,1,4,1,14,3,1,0,1,0,50,0,85,85,85,30,40,85,100,40,2,2,10
7,5,1,3,4,9,1,3,0,1,0,15,60,70,50,70,40,40,70,60,30,2,2,1
7,6,2,2,4,10,2,3,0,1,4,40,50,50,50,85,50,998,85,85,50,2,2,8
7,6,7,3,2,9,1,3,-1,-1,1,0,100,85,30,100,60,85,85,70,0,2,1,1
-8,99,7,4,-1,7,-9,-9,-1,-1,-9,50,0,50,50,70,50,50,0,50,50,1,1,-8
5,3,7,2,-1,9,1,3,-1,-1,1,50,60,100,15,85,15,85,85,100,40,1,4,4
7,99,6,2,4,12,3,3,0,0,0,85,50,50,50,85,50,50,85,50,100,2,4,7
7,99,4,3,4,5,4,2,0,0,0,15,15,50,70,70,70,50,50,85,999,2,4,8
1,6,4,3,-1,9,3,2,0,1,0,70,0,60,100,100,70,30,85,100,100,1,2,7
2,99,7,5,2,9,4,3,-1,-1,6,15,100,85,50,100,50,50,100,70,50,1,1,3
7,99,1,2,1,13,5,3,-1,-1,0,0,100,70,50,70,70,85,100,70,0,2,1,9
7,4,1,4,-1,10,3,1,-1,-1,0,85,40,70,100,70,85,50,85,85,100,3,1,4
7,2,1,2,4,9,-9,-9,-1,-1,-9,85,0,60,85,85,40,70,70,85,85,1,4,10
2,4,7,3,-1,10,1,2,0,1,0,70,0,85,85,100,30,30,60,100,85,1,4,2
7,7,1,2,1,12,5,3,0,1,6,0,100,85,15,85,85,50,100,60,0,3,4,3
7,6,4,4,-1,7,3,3,0,1,0,15,85,50,30,85,70,70,100,85,30,1,3,1
6,4,6,3,3,13,2,3,-1,-1,0,50,50,60,50,60,40,40,70,85,60,2,4,10
3,6,1,2,1,10,3,3,0,0,0,15,70,70,15,85,85,50,85,50,0,2,4,3
7,4,2,3,-1,14,1,2,1,0,0,60,0,30,70,70,50,50,70,60,70,3,4,9
6,6,7,2,-1,9,3,3,-1,-1,10,15,85,70,50,60,60,60,85,50,15,3,3,7
7,2,5,2,4,13,2,2,1,0,0,15,85,85,60,85,50,70,85,85,60,3,4,8
7,99,2,4,1,6,5,3,-1,-1,10,30,60,998,50,70,40,85,60,60,15,1,4,-8
7,6,7,5,-1,9,2,3,0,0,0,85,50,95,60,90,80,80,85,100,90,1,4,7
2,6,2,2,4,13,5,2,-1,-1,0,15,60,40,60,60,15,50,85,85,15,1,4,8
7,4,7,2,2,14,5,2,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
3,99,4,3,4,9,1,2,0,0,0,0,100,60,50,100,70,40,100,60,0,1,1,2
6,6,6,3,3,10,4,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1,99,6,5,-1,12,1,3,0,0,0,40,60,50,50,50,30,50,50,70,50,1,1,9
4,4,6,4,2,9,5,3,0,0,0,0,0,50,50,70,0,50,85,70,60,3,1,-8
-8,99,-1,4,-1,4,1,2,-1,-1,0,85,50,999,999,60,50,50,60,85,70,2,2,-8
2,99,4,2,4,9,2,3,-1,-1,8,70,50,85,50,70,70,50,85,85,70,3,4,7
7,99,4,5,1,9,3,1,-1,-1,1,85,70,70,50,50,70,70,85,70,70,3,4,8
1,3,7,3,4,10,1,2,0,0,3,15,30,60,60,85,35,50,70,100,70,1,4,9
1,4,6,2,4,11,4,3,0,0,0,0,85,50,50,60,40,60,100,70,15,1,3,3
7,5,3,3,-1,9,2,3,0,0,0,15,15,50,50,50,50,50,60,70,50,1,1,3
7,3,7,2,4,9,1,2,1,1,0,70,30,50,70,70,60,70,70,85,85,1,4,9
7,99,2,4,3,3,2,-9,-1,-1,0,60,50,50,60,70,70,60,70,70,999,2,1,7
7,3,1,4,1,9,3,1,-1,-1,2,100,0,60,70,100,60,50,85,100,100,2,1,10
5,5,7,4,4,10,1,3,0,0,0,15,70,50,30,70,15,40,0,85,50,1,4,7
7,6,2,2,2,11,2,3,-1,-1,0,0,100,70,50,100,85,70,100,60,70,2,1,4
7,1,1,2,3,13,3,3,-1,-1,0,70,0,85,50,70,50,50,60,85,60,2,4,8
3,4,4,3,4,10,3,3,0,0,3,40,60,50,50,70,60,50,70,85,40,1,4,9
1,99,4,5,-1,9,3,2,0,1,0,30,0,40,50,100,50,0,50,50,100,3,6,10
7,6,1,2,1,13,3,2,-1,-1,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,4,7,3,-1,9,3,3,0,0,0,50,60,50,50,60,50,40,70,50,50,1,4,6
3,6,6,4,3,13,4,3,0,0,2,40,70,85,50,50,40,50,70,70,40,3,4,6
7,4,7,2,-1,6,4,3,-1,-1,6,85,30,50,998,85,60,100,1,85,50,2,2,2
7,4,2,2,4,13,3,2,-1,-1,0,0,85,40,100,60,40,85,70,100,30,3,3,2
2,4,7,4,-1,8,3,2,0,0,0,85,0,50,50,85,60,85,15,70,100,3,1,7
7,5,6,1,-1,10,2,3,-1,-1,0,15,60,70,40,70,60,85,60,40,0,2,-9,-8
4,99,7,3,-1,8,3,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,1,3,4,9,4,3,-1,-1,1,0,100,100,0,85,50,85,100,100,0,3,4,6
7,6,6,3,-1,9,3,3,0,1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
4,6,2,2,1,13,2,3,-1,-1,3,15,85,70,50,85,70,70,85,60,0,3,4,7
7,4,7,2,3,14,4,3,0,0,0,60,30,70,70,100,70,60,100,70,50,3,4,9
7,7,7,2,1,12,3,3,0,0,0,50,100,85,62,100,42,70,100,93,100,1,1,1
7,5,1,4,3,13,1,2,0,0,3,60,0,70,85,85,60,85,85,100,85,2,4,10
1,3,4,4,1,9,1,1,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,4,1,3,4,13,3,2,1,1,0,70,0,0,40,100,60,60,70,70,30,2,4,8
5,4,7,4,3,9,5,3,-1,-1,0,40,40,0,60,100,50,50,70,100,40,1,1,7
7,2,2,4,-1,14,1,3,0,1,0,70,30,70,50,85,70,85,85,85,85,1,3,5
7,3,6,2,-1,14,1,1,0,0,1,60,15,30,85,85,30,60,40,100,60,1,4,10
5,3,2,2,2,13,2,3,-1,-1,0,70,0,15,50,70,60,70,85,70,70,2,2,-8
7,6,1,1,-1,14,3,3,-1,-1,5,15,60,70,40,100,85,85,100,85,30,2,4,8
7,7,1,2,1,13,3,3,-1,-1,0,15,85,70,40,70,60,70,85,70,40,3,1,-8
7,6,7,2,3,12,3,3,-1,-1,0,15,60,60,60,85,15,70,85,100,60,3,4,-8
5,6,1,2,4,11,4,3,-1,-1,2,60,85,60,50,50,60,50,100,70,40,1,4,8
5,3,2,2,3,13,1,1,0,0,0,50,15,30,70,60,40,50,40,85,60,1,4,10
7,3,7,2,-1,13,1,2,1,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,6,6,2,-1,10,2,3,-1,-1,1,25,65,50,45,50,30,50,70,80,30,3,4,-8
7,99,1,4,1,11,2,3,-1,-1,0,85,0,50,50,70,70,50,100,100,70,3,4,8
6,99,1,3,4,9,2,2,0,0,3,85,0,85,70,100,40,0,60,85,100,-9,1,8
7,3,6,4,-1,7,3,3,-1,-1,0,85,50,85,85,100,70,70,100,85,85,1,1,3
7,2,3,2,-1,12,1,2,0,0,0,40,15,25,55,75,40,50,50,65,45,1,4,10
3,4,7,3,-1,13,1,2,0,0,0,40,40,40,60,51,37,51,51,51,52,-9,4,-9
7,3,1,2,4,13,1,2,1,1,1,70,0,15,50,50,30,50,85,50,50,1,4,10
3,6,6,4,1,14,-9,-9,-1,-1,-9,85,30,60,40,100,998,998,40,70,40,2,2,-8
4,3,7,2,4,12,3,3,1,0,0,100,0,25,60,60,20,20,35,100,60,1,4,10
7,4,4,3,2,11,1,3,-1,-1,7,60,30,30,60,70,50,50,60,50,60,3,4,10
7,5,1,3,-1,10,1,2,1,1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,4,5,-1,12,3,3,0,0,0,0,50,50,60,60,15,0,0,100,30,3,4,6
4,2,6,2,2,14,1,2,-1,-1,0,85,15,70,85,70,60,60,70,70,85,1,4,10
7,7,1,4,2,11,5,3,0,1,1,0,100,85,50,100,50,50,100,100,0,1,4,1
7,6,1,4,-1,13,5,2,1,1,0,0,100,100,50,100,60,85,40,100,0,2,4,9
7,99,4,5,5,9,1,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,7,1,1,-1,10,5,3,-1,-1,0,30,70,60,60,70,70,50,100,50,15,2,-8,8
3,1,1,4,4,9,5,1,-1,-1,0,100,2,85,50,100,70,70,100,50,60,3,4,10
3,4,1,2,4,13,1,1,-1,-1,1,70,0,60,100,85,60,60,85,100,85,2,4,3
5,99,2,3,-1,12,3,3,-1,-1,0,40,75,50,50,70,0,70,95,85,0,2,1,5
6,4,1,2,4,13,1,3,0,0,4,15,30,0,50,85,70,85,100,100,15,1,1,8
7,2,3,3,-1,15,1,2,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,3,1,3,4,13,2,2,0,0,10,50,50,40,70,50,40,50,85,70,60,3,4,9
7,7,1,2,1,13,1,3,0,1,1,40,70,85,0,100,85,100,100,85,40,2,1,1
7,6,1,2,3,10,5,3,0,0,10,0,40,50,40,50,40,50,100,50,0,1,4,7
4,4,1,4,3,14,1,3,-1,-1,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,5,7,4,-1,14,4,1,-1,-1,0,70,60,60,70,100,100,50,60,100,70,3,4,8
7,3,1,2,4,16,1,3,1,0,0,70,0,40,70,70,40,70,70,85,60,1,4,10
7,6,1,2,1,8,3,3,-1,-1,-9,30,60,80,30,998,75,998,80,90,20,2,2,8
7,3,2,3,-1,10,1,2,0,0,0,60,0,0,85,85,0,15,30,100,85,1,4,9
7,99,3,4,2,9,3,3,0,1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,1,2,1,15,4,1,-1,-1,0,15,70,100,70,100,70,85,100,70,50,2,2,-8
7,1,6,2,4,13,1,1,1,0,0,85,0,15,100,85,15,30,70,100,100,1,4,10
1,6,1,3,1,13,1,3,-1,-1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
6,99,4,2,-1,9,3,3,0,1,0,40,40,85,30,50,50,50,100,85,50,1,4,-8
1,4,6,2,1,13,1,2,1,0,0,30,15,15,70,85,30,50,85,85,85,1,4,8
4,4,7,3,4,11,1,3,0,0,2,30,15,40,50,50,30,50,30,70,60,1,4,10
7,5,2,3,1,14,2,3,0,0,0,70,40,60,70,70,60,60,85,70,60,2,2,6
3,3,1,2,1,12,1,3,0,1,0,100,30,998,70,85,60,60,85,85,100,1,1,9
7,7,2,2,-1,15,4,3,0,0,2,0,85,40,15,50,60,50,60,50,0,1,4,9
7,3,2,2,2,14,2,3,0,0,0,60,30,15,40,60,40,60,60,85,60,3,2,10
7,99,7,2,4,9,3,1,-1,-1,0,85,50,999,50,85,60,50,85,100,60,2,1,-9
3,5,7,3,3,10,3,3,-1,-1,0,30,85,85,50,60,70,60,30,30,30,3,1,-9
7,5,7,3,4,8,2,3,-1,-1,0,100,30,70,40,100,70,50,85,100,100,2,5,7
7,4,2,5,1,3,2,3,-1,-1,0,85,15,40,60,85,85,60,85,85,70,3,2,7
7,1,1,2,-1,14,1,1,1,0,0,85,0,0,100,85,30,50,40,100,100,1,4,10
1,5,6,2,-1,13,2,3,0,0,0,15,70,50,40,50,50,50,85,70,30,1,4,4
5,2,1,2,2,15,1,2,1,1,0,85,0,30,100,100,85,100,85,100,85,1,4,10
7,6,1,4,2,13,5,3,-1,-1,-9,0,85,85,15,60,40,50,100,50,0,2,1,7
7,99,1,3,1,13,1,3,0,0,0,100,40,85,60,85,85,85,40,100,85,2,4,9
2,6,1,2,1,9,3,3,-1,-1,2,15,85,100,0,70,70,50,100,85,50,2,3,6
2,99,2,3,3,13,-9,-9,-1,-1,-9,40,50,40,15,30,30,15,85,100,40,1,4,8
7,3,1,3,1,12,3,3,-1,-1,0,85,30,40,50,60,40,50,70,85,50,3,4,10
7,6,7,2,1,9,5,3,-1,-1,2,0,85,100,60,85,85,85,100,70,70,2,1,1
7,4,7,4,2,13,1,3,0,1,0,100,0,100,50,100,85,100,100,100,100,3,7,10
7,4,6,3,4,14,2,2,0,0,6,70,30,15,85,60,50,60,85,85,85,1,4,10
7,5,1,2,-1,13,1,3,0,0,0,0,60,50,50,50,50,50,85,50,0,1,4,-8
7,5,1,4,4,12,1,2,0,1,1,30,85,85,85,100,85,70,100,70,70,1,4,3
7,5,6,2,3,14,4,3,0,0,0,30,15,40,50,70,40,30,60,85,40,3,4,8
5,6,2,2,2,14,4,3,0,1,0,40,70,50,60,60,40,40,70,70,30,2,4,2
7,4,1,2,-1,9,3,2,0,0,0,0,100,50,50,50,50,50,85,70,0,1,4,1
7,4,1,2,2,9,3,3,-1,-1,10,50,85,85,50,100,60,70,85,100,0,2,1,7
7,3,7,3,4,11,1,3,0,1,-9,50,50,50,50,85,60,50,100,85,100,2,4,-8
7,2,1,2,1,13,1,1,1,0,0,100,0,50,100,100,60,50,100,85,100,2,4,10
7,6,1,4,3,13,1,3,1,1,3,0,100,50,50,85,60,85,100,60,15,3,4,5
3,99,5,2,1,11,1,3,-1,-1,0,85,0,50,998,100,15,50,60,70,100,2,2,6
7,6,4,2,1,11,2,3,0,0,1,30,60,40,35,60,75,50,70,85,15,3,4,-8
7,99,5,3,-1,13,2,3,-1,-1,0,30,70,70,40,60,30,40,60,50,50,1,2,-8
3,99,6,2,2,11,3,3,0,0,1,15,85,50,40,50,60,70,85,60,30,1,5,5
7,4,7,4,-1,13,3,2,0,0,0,0,85,60,50,70,40,40,85,85,85,1,3,1
7,99,1,3,-1,11,3,2,1,0,3,70,30,50,60,100,50,50,100,85,70,1,4,4
1,2,3,3,-1,13,1,3,0,0,1,70,0,50,50,50,40,50,50,70,60,1,4,6
7,4,1,4,-1,7,1,3,-1,-1,1,0,100,50,60,100,70,40,30,40,0,1,4,3
3,5,7,2,2,10,3,3,0,1,3,15,85,70,70,100,85,85,85,70,40,1,4,-8
3,2,6,3,-1,12,1,2,-1,-1,2,70,30,30,70,70,50,50,70,70,60,3,3,8
7,5,6,4,-1,9,1,3,-1,-1,0,70,40,50,40,50,70,50,50,50,50,1,4,10
7,3,4,2,1,13,1,2,1,0,0,60,40,30,60,70,30,50,70,70,70,1,2,7
7,4,7,2,-1,10,1,3,0,0,1,30,60,50,50,50,50,50,85,50,15,2,2,8
7,3,1,3,-1,13,1,2,-1,-1,0,85,30,30,100,100,60,70,100,85,60,2,4,10
7,6,6,4,2,8,2,2,-1,-1,0,60,50,30,50,85,15,60,70,60,999,2,1,8
7,99,6,3,1,11,3,2,0,0,0,85,0,50,50,50,15,50,85,85,40,2,4,6
7,99,1,4,3,9,3,3,-1,-1,0,0,70,50,50,70,50,50,70,70,50,2,1,3
7,99,1,4,-1,13,5,3,-1,-1,-9,0,85,30,50,60,50,50,85,70,30,2,1,1
7,99,6,3,-1,8,4,3,-1,-1,15,100,0,30,70,50,40,15,85,60,30,2,3,8
7,4,1,1,-1,14,2,2,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,4,1,4,3,10,3,3,-1,-1,3,85,15,70,70,70,70,85,85,85,70,2,4,10
7,6,1,3,2,10,2,3,-1,-1,0,85,30,70,30,70,40,40,60,60,70,3,4,8
3,4,4,4,1,9,3,2,0,0,0,30,60,50,50,50,60,40,70,15,60,1,1,9
3,4,7,3,-1,10,1,3,0,0,0,30,0,50,50,100,50,30,50,50,50,1,4,4
0,99,4,4,-1,10,1,2,0,0,0,60,30,50,70,60,30,40,50,70,50,1,2,4
4,2,4,5,1,8,2,2,0,0,0,70,85,40,50,50,70,50,70,70,30,1,3,3
7,5,2,2,4,14,1,1,0,0,0,85,0,998,998,-9,85,-9,998,100,998,1,1,10
7,7,1,1,-1,13,2,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,1,2,2,11,3,1,0,0,1,60,50,60,85,70,40,40,100,100,0,1,4,9
5,99,7,2,4,10,3,2,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,1,3,4,9,3,3,0,0,0,0,70,50,40,50,30,50,100,85,0,1,4,3
1,6,2,3,1,13,3,3,0,0,0,15,70,85,50,50,50,50,70,70,40,3,4,7
3,99,7,2,3,95,2,1,0,0,3,50,50,40,50,50,50,50,60,70,50,2,2,-8
2,2,4,4,3,10,1,2,-1,-1,0,85,60,40,70,70,60,85,85,70,40,1,4,-8
6,5,1,2,1,14,3,2,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,5,3,2,11,1,2,0,1,0,0,100,70,50,70,70,50,100,85,0,3,4,1
7,4,1,2,3,10,3,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,2,2,-1,10,5,3,0,0,12,0,70,0,0,50,60,50,60,85,0,1,4,8
7,7,1,2,1,13,4,3,-1,-1,0,15,85,50,50,50,70,85,85,70,15,2,4,4
5,7,7,4,4,9,4,3,0,0,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,99,6,4,3,9,4,3,0,0,3,30,100,60,30,60,50,30,60,40,60,2,3,2
0,6,1,2,1,13,2,3,-1,-1,0,0,70,50,40,85,50,50,100,60,30,3,1,-8
7,99,7,2,-1,11,3,2,-1,-1,3,15,70,50,50,60,50,60,85,60,40,-8,4,-8
5,5,7,3,-1,13,1,2,0,0,4,85,0,50,60,50,50,50,50,85,50,2,4,10
7,6,2,4,2,14,2,2,1,0,2,0,70,70,70,85,50,50,85,85,15,2,1,3
3,99,2,2,1,13,3,3,0,0,23,30,0,40,15,50,40,50,85,60,30,2,4,4
7,3,2,2,2,13,1,2,0,0,0,85,0,40,70,85,40,60,85,85,85,1,2,10
2,4,6,2,1,12,3,3,0,0,0,50,60,40,50,85,50,50,70,70,998,2,2,3
5,5,2,2,2,13,2,2,1,1,0,0,60,50,100,60,40,85,100,50,85,1,4,10
7,6,2,2,4,10,2,3,0,0,0,15,70,50,40,85,60,60,100,50,50,3,2,8
7,99,4,2,4,13,3,3,-1,-1,0,60,30,60,70,70,70,60,100,85,40,1,4,7
5,2,6,2,4,14,2,1,1,0,0,100,5,30,50,50,50,50,10,50,50,1,4,10
7,4,1,4,3,5,3,1,-1,-1,2,40,60,70,30,100,100,50,0,50,999,1,3,-8
2,99,3,4,3,9,1,3,-1,-1,0,85,40,0,85,50,50,50,70,85,60,3,3,8
7,2,1,2,-1,13,1,1,1,1,0,100,0,30,100,100,30,30,100,100,100,1,4,10
6,4,4,2,1,13,3,3,-1,-1,0,70,15,40,50,50,40,50,85,50,50,1,-8,9
7,6,1,3,3,13,5,3,1,1,10,0,70,70,40,70,70,50,85,50,0,2,4,6
7,99,6,3,-1,9,1,3,0,0,0,100,0,50,50,70,50,50,40,60,60,3,4,6
7,6,6,4,-1,10,3,3,0,0,0,0,100,60,998,85,30,998,100,70,998,1,1,1
6,7,1,2,1,14,5,3,-1,-1,0,0,85,70,15,85,50,70,100,70,0,2,4,2
5,3,7,2,4,9,3,3,1,0,2,50,100,70,70,70,60,50,70,50,70,1,4,1
7,4,1,3,-1,14,5,3,0,0,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,-9,4,4,1,6,2,3,0,1,-9,30,50,999,50,50,40,50,40,60,50,3,2,-8
7,99,7,4,-1,8,5,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,1,3,3,9,3,3,0,1,12,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,7,1,5,4,8,1,1,-1,-1,0,50,100,999,999,70,80,0,999,80,0,1,4,10
1,5,7,2,4,11,3,3,-1,-1,0,60,30,50,50,60,60,40,70,60,60,3,4,7
4,4,7,1,4,13,3,2,-1,-1,8,0,70,85,70,85,70,50,85,85,50,2,4,5
7,99,1,3,-1,10,4,2,1,1,0,60,40,40,100,100,85,50,30,60,100,1,5,5
7,99,2,2,-1,11,4,3,0,1,8,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
3,6,1,2,1,9,2,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,3,6,2,-1,10,2,2,0,1,9,30,15,40,70,100,30,60,100,85,70,2,4,10
7,6,1,2,-1,13,4,3,0,1,5,60,85,50,70,60,70,60,100,50,30,2,1,3
1,5,4,4,4,9,3,3,-1,-1,0,50,50,60,50,100,60,60,70,85,100,2,4,3
5,3,2,2,-1,13,3,3,0,1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,1,2,1,13,5,3,1,0,0,40,70,60,85,85,85,85,100,100,60,2,3,3
7,99,7,4,1,9,1,3,0,0,6,40,85,70,30,100,50,50,15,100,100,1,2,1
4,6,2,2,4,12,3,3,1,1,0,40,85,60,85,70,85,70,85,85,50,3,4,3
7,3,6,2,4,14,2,2,0,0,0,60,15,40,70,50,60,50,85,70,60,2,4,10
7,99,6,5,-1,9,3,3,-1,-1,0,50,50,70,70,70,85,70,50,70,70,1,4,3
7,4,7,2,-1,13,1,2,1,0,8,60,15,85,85,85,40,85,85,85,85,1,4,4
7,5,1,2,2,13,1,3,1,1,6,0,60,0,70,90,60,50,80,100,0,1,1,6
7,5,7,2,-1,13,3,3,-1,-1,30,15,60,70,40,60,40,85,70,85,50,3,4,8
5,99,7,4,-1,9,2,2,-1,-1,0,70,50,50,50,50,50,50,70,50,50,2,4,6
1,4,7,4,3,9,2,3,-1,-1,0,50,50,50,50,50,50,50,50,50,100,1,1,8
7,5,1,2,4,10,3,2,0,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,99,7,3,-1,10,3,3,-1,-1,0,70,0,60,60,70,40,60,85,85,70,1,4,8
3,99,1,3,1,9,4,2,-1,-1,0,0,85,70,60,70,50,50,70,85,50,2,1,1
5,99,7,4,4,10,3,3,0,0,10,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,6,1,2,1,15,4,2,-1,-1,6,60,100,50,70,100,70,85,70,85,70,3,1,7
7,2,2,3,4,13,2,1,1,1,0,60,15,15,85,70,30,70,70,100,100,1,-9,10
7,2,1,2,-1,15,1,1,0,0,0,100,0,40,100,100,70,85,100,100,100,3,4,10
7,99,4,2,4,9,3,3,0,0,1,70,60,70,50,85,70,50,70,100,85,1,3,7
6,5,1,2,-1,9,2,3,0,0,4,60,85,50,50,60,30,60,70,70,50,2,4,8
7,6,1,2,4,10,5,3,0,0,-9,0,100,60,0,85,70,50,100,100,0,3,4,1
7,5,1,-8,-1,10,1,1,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
2,4,4,4,-1,10,3,3,0,0,5,30,30,30,30,50,0,50,50,60,50,1,1,10
7,99,1,4,4,13,3,2,0,0,0,85,30,30,60,85,50,50,40,50,85,3,1,8
7,6,1,4,-1,9,2,2,-1,-1,0,100,60,85,80,85,85,85,85,85,85,2,2,-8
7,4,7,4,4,11,1,3,0,0,0,50,50,100,85,100,30,50,100,100,85,1,1,9
7,5,7,2,-1,9,3,3,0,0,0,50,60,50,50,60,40,40,85,50,50,3,2,6
5,5,1,2,2,13,2,2,-1,-1,0,60,0,50,60,85,15,30,30,70,85,3,3,9
7,99,6,2,2,9,3,3,-1,-1,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
2,99,4,4,-1,9,2,3,0,0,0,15,50,50,50,60,60,40,70,60,0,1,3,6
7,7,1,4,4,10,1,3,0,0,-9,0,60,60,0,100,70,70,100,50,0,2,1,9
7,1,6,2,3,10,2,2,0,0,0,60,0,15,60,50,50,50,100,100,50,1,4,-8
7,4,2,2,4,13,2,3,1,0,0,0,15,15,40,50,50,50,85,85,30,1,4,7
7,4,1,2,4,13,3,3,1,1,0,60,30,30,50,60,60,45,70,100,39,3,4,9
6,99,7,4,1,10,2,3,0,1,0,70,0,50,50,50,75,50,90,80,70,3,1,10
3,4,6,4,2,13,3,3,-1,-1,0,30,85,50,40,60,70,60,70,70,40,2,4,8
6,6,6,4,4,14,5,3,-1,-1,2,0,85,70,85,60,85,85,85,70,0,1,1,3
7,99,2,2,3,10,3,2,-1,-1,0,50,70,50,50,50,85,85,70,85,70,2,4,8
4,4,2,3,-1,10,1,3,1,1,2,40,30,50,50,50,40,50,60,50,50,1,4,10
5,4,4,4,-1,8,1,2,-1,-1,0,60,60,50,50,60,50,50,50,85,85,1,5,-8
5,5,1,2,1,12,2,2,-1,-1,2,50,85,60,40,60,60,60,85,60,40,2,4,9
7,4,4,4,-1,3,4,3,-1,-1,0,70,0,30,40,100,100,40,100,100,85,2,1,8
7,4,1,4,3,9,5,3,-1,-1,0,0,100,70,0,70,60,50,85,60,0,2,1,2
7,2,1,2,2,14,1,1,1,0,0,85,0,0,85,85,30,50,70,100,85,1,4,10
7,6,7,2,4,10,3,2,-1,-1,0,0,100,85,50,100,50,50,100,100,999,2,4,3
3,99,4,3,2,11,1,3,-1,-1,0,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
7,7,1,3,1,13,1,3,0,1,-9,0,60,70,40,50,40,50,85,70,30,2,2,7
7,6,1,2,-1,11,5,3,0,1,3,0,100,60,50,100,85,70,100,85,0,1,1,1
2,5,7,2,4,10,2,3,-1,-1,-9,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
5,2,1,3,-1,10,1,3,-1,-1,0,60,15,50,60,70,50,40,50,50,50,1,4,4
7,5,7,2,2,13,2,3,0,0,6,15,70,40,40,85,70,70,85,85,50,3,-8,3
7,99,5,3,-1,9,1,2,0,0,0,70,60,60,60,60,50,50,70,60,50,3,4,7
7,4,1,2,2,13,1,3,0,0,0,15,15,70,70,85,60,60,60,85,70,2,4,8
7,5,1,4,4,13,3,3,0,0,20,15,70,15,40,50,60,50,70,50,50,1,4,-8
3,4,2,2,3,9,2,3,0,0,1,60,50,85,50,70,60,15,100,50,15,3,4,7
7,5,1,3,1,13,3,2,-1,-1,1,0,85,60,85,70,70,60,85,85,100,3,4,4
7,2,2,3,4,16,1,1,1,0,1,70,0,15,100,70,30,40,50,85,100,1,4,10
3,4,7,5,3,12,2,3,0,0,0,0,50,70,100,100,0,50,0,100,85,1,1,1
5,6,1,2,1,12,1,3,1,1,15,30,85,40,40,100,60,85,100,60,15,2,1,-8
7,7,2,3,1,11,3,3,0,0,1,0,85,100,50,85,70,50,85,30,0,2,2,3
